Код_товара,Название_позиции,Поисковые_запросы,Описание,Тип_товара,Цена,Цена от,Ярлык,HTML_заголовок,HTML_описание,HTML_ключевые_слова,Валюта,Скидка,Cрок действия скидки от,Cрок действия скидки до,Единица_измерения,Минимальный_объем_заказа,Оптовая_цена,Минимальный_заказ_опт,Ссылка_изображения,Наличие,Количество,Производитель,Страна_производитель,Номер_группы,Адрес_подраздела,Возможность_поставки,Срок_поставки,Способ_упаковки,Личные_заметки,Продукт_на_сайте,Идентификатор_товара,Уникальный_идентификатор,Идентификатор_подраздела,Идентификатор_группы,Подарки,Сопутствующие,ID_группы_разновидностей,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики
9559,КАМИННАЯ ТОПКА PIAZZETTA MT 361,,"Каминная топка PIAZZETTA MT 361 с водяным контуром произведена в Италии. Имеет дверцу из эмалированной стали с жаропрочным стеклом и самообдувом. Оборудована она подъемной дверцей, установленной на петлях для облегчения чистки и имеет современный дизайн камеры сгорания из патентованного огнеупорного материала ALUKER. Дверца из эмалированной стали с жаропрочным стеклом, выдерживающим температуру до 750°, с самообдувом и со стальной съемной ручкой для открывания. Камин с водяной рубашкой позволяет не только насладиться живым огнем но и эффективно отопить дом.",r,91200,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/2228/ImageHandler.jpg, https://kaminlux.com.ua//stuff/catalog/19/2228/ImageHandler.jpg, https://kaminlux.com.ua//stuff/catalog/19/2228/ImageHandler-2.jpg, https://kaminlux.com.ua//stuff/catalog/19/2228/ImageHandler-1.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/KAMINNAYA-TOPKA-PIAZZETTA-MT-361/,,9559,,'534124,,,,,,,Производитель,,PIAZZETTA,Страна производитель,,Италия,Мощность номинальная,,25.5 (кВт),Коэффициент полезного действия,,77.5 (%),Вид топлива,,Твердое,Виды твердого топлива,,Дрова,Материал топки,,Чугун Сталь,Тип топки,,Закрытая,Способ открытия дверцы топки,,Верхнее,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Обдув стекла потоком воздуха,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Да,Забор воздуха в топку,,Да,Подключение к дымоходу,,Верхнее,Вес,,315.0 (кг),Ширина,,904.0 (мм),Высота,,1710.0 (мм),Глубина,,655.0 (мм),Диаметр дымохода,,250.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,
9560,Каминная топка Hajduk Volcano W,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,82508,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3909/Volcano-W..jpg, https://kaminlux.com.ua//stuff/catalog/19/3909/Volcano-W..jpg, https://kaminlux.com.ua//stuff/catalog/19/3909/Volcano-W.jpg, https://kaminlux.com.ua//stuff/catalog/19/3909/Sposoby-wykoEczenia-drzwiczek.jpg, https://kaminlux.com.ua//stuff/catalog/19/3909/2017-12-14---etykieta-energetyczna_Hajduk_wodne-3.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-W/,,9560,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,19.0 (кВт),Рабочий диапазон нагрева,,8.0-30.0 (кВт),Коэффициент полезного действия,,73.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Нет,Вес,,370.0 (кг),Ширина,,800.0 (мм),Высота,,1300.0 (мм),Глубина,,560.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9561,Каминная топка Hajduk Volcano Wh,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,105478,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3910/Volcano-Wh.jpg, https://kaminlux.com.ua//stuff/catalog/19/3910/Volcano-Wh.jpg, https://kaminlux.com.ua//stuff/catalog/19/3910/Sposoby-wykoEczenia-drzwiczek.jpg, https://kaminlux.com.ua//stuff/catalog/19/3910/2017-12-14---etykieta-energetyczna_Hajduk_wodne-3.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-Wh/,,9561,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,19.0 (кВт),Рабочий диапазон нагрева,,8.0-30.0 (кВт),Коэффициент полезного действия,,73.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Подъем вверх,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Нет,Вес,,390.0 (кг),Ширина,,900.0 (мм),Высота,,1300.0 (мм),Глубина,,570.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9562,Каминная топка Hajduk Volcano WT,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,82878,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3911/Volcano-WT.jpg, https://kaminlux.com.ua//stuff/catalog/19/3911/Volcano-WT.jpg, https://kaminlux.com.ua//stuff/catalog/19/3911/drzwi-bezramowe.jpg, https://kaminlux.com.ua//stuff/catalog/19/3911/2017-12-14---etykieta-energetyczna_Hajduk_wodne-3.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-WT/,,9562,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,19.0 (кВт),Рабочий диапазон нагрева,,8.0-30.0 (кВт),Коэффициент полезного действия,,73.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Нет,Вес,,370.0 (кг),Ширина,,800.0 (мм),Высота,,1300.0 (мм),Глубина,,570.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9563,Каминная топка Hajduk Volcano WL,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,100776,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3913/Volcano-WL.jpg, https://kaminlux.com.ua//stuff/catalog/19/3913/Volcano-WL.jpg, https://kaminlux.com.ua//stuff/catalog/19/3913/Volcano.jpg, https://kaminlux.com.ua//stuff/catalog/19/3913/Sposob.jpg, https://kaminlux.com.ua//stuff/catalog/19/3913/etykieta-energetyczn.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-WL/,,9563,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,19.0 (кВт),Рабочий диапазон нагрева,,8.0-30.0 (кВт),Коэффициент полезного действия,,78.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Нет,Вес,,340.0 (кг),Ширина,,800.0 (мм),Высота,,1300.0 (мм),Глубина,,570.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9564,Каминная топка Hajduk Volcano WLT,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,106419,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3914/Volcano-WLT.jpg, https://kaminlux.com.ua//stuff/catalog/19/3914/Volcano-WLT.jpg, https://kaminlux.com.ua//stuff/catalog/19/3914/Volcano-WPT.jpg, https://kaminlux.com.ua//stuff/catalog/19/3914/drzwi-bezramowe.jpg, https://kaminlux.com.ua//stuff/catalog/19/3914/2017-12-14---etykieta-energetyczna_Hajduk_wodne-4.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-WLT/,,9564,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,19.0 (кВт),Рабочий диапазон нагрева,,8.0-30.0 (кВт),Коэффициент полезного действия,,78.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Угловое,Количество стекол в дверце,,2,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Нет,Вес,,340.0 (кг),Ширина,,810.0 (мм),Высота,,1300.0 (мм),Глубина,,580.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9565,Каминная топка Hajduk Volcano W12,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,87951,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3893/Volcano-W12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3893/Volcano-W12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3893/karta-poduktu.jpg, https://kaminlux.com.ua//stuff/catalog/19/3893/2017-12-14---etykieta-energetyczna_Hajduk_wodne-1.jpg, https://kaminlux.com.ua//stuff/catalog/19/3893/podzial-mocy.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-W12/,,9565,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Рабочий диапазон нагрева,,6.0-18.0 (кВт),Коэффициент полезного действия,,82.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,330.0 (кг),Ширина,,780.0 (мм),Высота,,1208.0 (мм),Глубина,,554.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9566,Каминная топка Hajduk Volcano Wh12,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,98382,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3894/Volcano-Wh12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3894/Volcano-Wh12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3894/Sposoby-wykoEczenia-drzwiczek.jpg, https://kaminlux.com.ua//stuff/catalog/19/3894/2017-12-14---etykieta-energetyczna_Hajduk_wodne-1.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-Wh12/,,9566,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Рабочий диапазон нагрева,,6.0-18.0 (кВт),Коэффициент полезного действия,,82.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Подъем вверх,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,360.0 (кг),Ширина,,800.0 (мм),Высота,,1330.0 (мм),Глубина,,580.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9567,Каминная топка Hajduk Volcano WT12,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,92967,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3895/Volcano-WT-12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3895/Volcano-WT-12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3895/drzwi-bezramowe.jpg, https://kaminlux.com.ua//stuff/catalog/19/3895/2017-12-14---etykieta-energetyczna_Hajduk_wodne-1.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-WT12/,,9567,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Рабочий диапазон нагрева,,6.0-18.0 (кВт),Коэффициент полезного действия,,82.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Боковое открытие,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,330.0 (кг),Ширина,,780.0 (мм),Высота,,1208.0 (мм),Глубина,,560.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
9568,Каминная топка Hajduk Volcano WTh12,,"Преимущества каминов Hajduk:
- Система самоочистки Clear View помогает сохранить стекло в чистоте;
- Термостойкое керамическое стекло с термостойкостью до 800 ° C;
- Система двух дефлекторов, первый вермикулит, чтобы повысить температуру в печи, второй для расширенной выхлопной дороги, обеспечивает экономию дров и охране окружающей среды;
- Механизм подъема вертикальной двери CLING - легкая и точная работа механизма обеспечивает высокий эксплуатационный комфорт;
- Система подачи и распределения воздуха снаружи Jet Stream Superior с двумя регуляторами скорости сгорания:
- Камин, облицованный шамотом толщина 5 см на стенах и 6,5 см на дне;
- Высокий общий вес камина - большое скопление тепла - долговечность в течение многих лет;
- Структура дверной рамы оптимизирована для жесткости, обеспечивается герметичность дверей при работе при очень высоких температурах;
- Просторная съемная пепельница обеспечивает удобство пользования;
- Топки оборудованы регулируемыми ножками;
- Возможность выбора наиболее подходящих декоративных аксессуаров;
- Каминные вставки Hajduk подходят для домов с рекуперацией;
- Сертификаты соответствия европейскому стандарту EN 13229, второй затягивая порога BImSchV нужно в 2015 году в Германии, Австрии, порог статьи 15 LRV 2015 и Швейцарии, соответствующие продажи Хайдук по всей Европе.",r,102800,,,,,,грн.,,,,шт,,,,"https://kaminlux.com.ua//stuff/catalog/19/3896/Volcano-WTh12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3896/Volcano-WTh12.jpg, https://kaminlux.com.ua//stuff/catalog/19/3896/drzwi-bezramowe.jpg, https://kaminlux.com.ua//stuff/catalog/19/3896/2017-12-14---etykieta-energetyczna_Hajduk_wodne-1.jpg",+,,,,,,,,,,https://kaminlux.com.ua/goods.php/Topki-s-vodyanym-konturom/Kaminnaya-topka-Hajduk-Volcano-WTh12/,,9568,,'534124,,,,,,,Производитель,,Hajduk,Страна производитель,,Польша,Мощность номинальная,,12.0 (кВт),Рабочий диапазон нагрева,,6.0-18.0 (кВт),Коэффициент полезного действия,,82.0 (%),Виды твердого топлива,,Дрова,Материал топки,,Сталь,Способ открытия дверцы топки,,Подъем вверх,Форма стекла топки,,Прямое,Количество стекол в дверце,,1,Система очистки стекла,,Да,Режим работы топки,,Длительное горение,Водяной контур,,Да,Наличие шибера,,Нет,Забор воздуха в топку,,Да,Камера двойного сгорания,,Да,Вес,,360.0 (кг),Ширина,,800.0 (мм),Высота,,1330.0 (мм),Глубина,,580.0 (мм),Диаметр дымохода,,200.0 (мм),Зольник,,Да,Инструкция по эксплуатации,,Да,,,,,,,,,,,,,,,,,,
